DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00190950,6:1 Fluorotelomer alcohol,375-82-6,C7H3F13O,349.997631,52,461,11.0,Inactive,-0.011198506983527846,-0.14142877944598556,0.5296194222352371,-0.2760360968030167
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020022,Acifluorfen,50594-66-6,C14H7ClF3NO5,360.996485,74,1009,7.0,Inactive,0.019501751521113418,0.24629255656552537,3.492238052178747,0.5431038401950121
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020105,Sodium L-ascorbate,134-03-2,C6H7NaO6,198.014032,21,921,2.0,Inactive,0.004337360580765876,0.054777624718826745,20.00000000000001,1.3010299956639815
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00192353,8:2 Fluorotelomer sulfonic acid,39108-34-4,C10H5F17O3S,527.968794,40,506,8.0,Inactive,0.02330594764882153,0.29433671244329496,9.200858209903826,0.9638283380458242
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00194615,"1H,1H,9H-Perfluorononyl acrylate",4180-26-1,C12H6F16O2,486.011230,72,464,16.0,Inactive,-0.03442408798775749,-0.4347505211909974,0.20000000013336522,-0.69897000404642
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020232,Caffeine,58-08-2,C8H10N4O2,194.080376,65,972,7.0,Inactive,-0.009249402032656766,-0.1168130396318033,0.10000000212372892,-0.9999999907767626
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020284,"2-Chloro-1,4-diaminobenzene sulfate (1:1)",61702-44-1,C6H9ClN2O4S,239.997156,214,636,34.0,Inactive,-0.01977318138044049,-0.24972051296777517,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020311,Monuron,150-68-5,C9H11ClN2O,198.055991,26,894,3.0,Inactive,0.029031031358743988,0.3666402438436346,3.9685026515998496,0.5986266748205125
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020319,Chlorothalonil,1897-45-6,C8Cl4N2,263.881559,384,1103,35.0,Active,-0.6224455119136334,-7.8610219336439044,1.1678947199242935,0.06740369498810525
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020365,Cyclosporin A,59865-13-3,C62H111N11O12,1201.841368,184,702,26.0,Inactive,0.055961226555797154,0.7067484960029347,0.4366159661868006,-0.3599003870418106
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020440,Dichlorprop,120-36-5,C9H8Cl2O3,233.985050,25,959,3.0,Inactive,-0.051730160363240824,-0.6533132900197971,0.14589621683329357,-0.8359559694480603
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020442,"2,4-Dichlorophenoxyacetic acid",94-75-7,C8H6Cl2O3,219.969400,39,975,4.0,Inactive,0.004159827905239927,0.05253551961960705,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020498,Dimethyl terephthalate,120-61-6,C10H10O4,194.057909,33,844,4.0,Inactive,0.04070210091124676,0.5140371355960455,7.26823183212905,0.8614287713889722
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020446,Diuron,330-54-1,C9H10Cl2N2O,232.017018,119,1048,11.0,Inactive,-0.015623445193556525,-0.19731244421386795,3.968502728173503,0.598626683200377
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020523,"2,4-Dinitrophenol",51-28-5,C6H4N2O5,184.012021,166,844,20.0,Inactive,0.0443634594222225,0.5602773590546857,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020529,"2,4-Dinitrotoluene",121-14-2,C7H6N2O4,182.032757,32,902,4.0,Inactive,0.010192528520037783,0.1287240227806888,0.10000001367681188,-0.9999999406023647
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020604,4-Vinyl-1-cyclohexene diepoxide,106-87-6,C8H12O2,140.083730,24,863,3.0,Inactive,0.017174231426007755,0.21689771610411437,0.81824313250651,-0.08711763102703811
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020573,17beta-Estradiol,50-28-2,C18H24O2,272.177630,217,984,22.0,Inactive,0.01083575246763463,0.13684746083835678,0.26514549168944546,-0.5765157528601158
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020606,Bis(2-ethylhexyl)hexanedioate,103-23-1,C22H42O4,370.308310,11,861,1.0,Inactive,0.02399080877540711,0.3029859969743019,0.1000000010530395,-0.9999999954267076
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020654,Geranyl acetate,105-87-3,C12H20O2,196.146330,10,867,1.0,Inactive,0.021413424173999107,0.27043555441296874,3.968502902592139,0.5986267022879409
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020814,Mestranol,72-33-3,C21H26O2,310.193280,159,758,21.0,Active,-0.24417463571143494,-3.0837432839156413,9.095923830133136,0.9588468148842327
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020941,Sodium nitrite,7632-00-0,NNaO2,68.982673,5,857,1.0,Inactive,-0.020845785144240597,-0.2632666974159837,0.3828187870045618,-0.41700675717470337
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020943,5-Nitro-o-anisidine,99-59-2,C7H8N2O3,168.053492,29,901,3.0,Inactive,0.03123225246309682,0.3944400223799419,0.5624053768472248,-0.24995053591867825
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021094,"4,4'-Oxydianiline",101-80-4,C12H12N2O,200.094963,70,918,8.0,Inactive,0.023645198083934768,0.2986211920650123,0.10000001079426613,-0.9999999531211003
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021125,Phenolphthalein,77-09-8,C20H14O4,318.089209,277,978,28.0,Active,-0.09795862244765387,-1.2371442397955583,17.54668352913896,1.2441950432461426
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021206,"1,2-Propylene glycol",57-55-6,C3H8O2,76.052429,20,909,2.0,Inactive,-0.004677151576159257,-0.05906893121315759,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021123,Phenobarbital sodium,57-30-7,C12H11N2NaO3,254.066736,29,981,3.0,Inactive,0.05328837444526321,0.6729923701025375,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021254,Safrole,94-59-7,C10H10O2,162.068080,14,883,2.0,Inactive,0.006044894393090259,0.07634250147382703,0.47549225623862923,-0.3228565514925346
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021256,Sulfasalazine,599-79-1,C18H14N4O5S,398.068491,55,1007,5.0,Inactive,-0.042838190343947605,-0.5410143497638557,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021333,Tetramethylthiuram monosulfide,97-74-5,C6H12N2S3,208.016262,178,666,27.0,Inactive,-0.02837316787268778,-0.3583319193489616,0.01983436872803558,-1.7025816173372226
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021337,Thiabendazole,148-79-8,C10H7N3S,201.036068,84,1002,8.0,Inactive,-0.006397795067236839,-0.0807993734196704,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021385,Folpet,133-07-3,C9H4Cl3NO2S,294.902833,210,1035,20.0,Inactive,-0.026643887979971765,-0.3364924058399684,1.248061256892997,0.09623590175483787
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021389,Trichlorfon,52-68-6,C4H8Cl3O4P,255.922579,129,1034,12.0,Inactive,0.022471838972848303,0.2838025428310671,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021339,Thiotepa,52-24-4,C6H12N3PS,189.048956,32,636,5.0,Inactive,-0.007906061518704299,-0.09984765223256366,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021597,Heptanal,111-71-7,C7H14O,114.104465,18,648,3.0,Inactive,0.005820795710995158,0.07351230249008897,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021464,Ziram,137-30-4,C6H12N2S4Zn,303.917475,408,937,44.0,Active,-0.7165801564403824,-9.049872188287917,1.8391065889866893,0.26460690034589823
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021414,Tris(2-ethylhexyl) phosphate,78-42-2,C24H51O4P,434.352497,83,929,9.0,Inactive,0.0015638946243318782,0.01975082108951972,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021626,4-Isopropylbenzyl alcohol,536-60-7,C10H14O,150.104465,14,623,2.0,Inactive,0.005018710958600335,0.06338257111515715,0.07315941096669124,-1.135729799846051
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021834,4-Nitrophenol,100-02-7,C6H5NO3,139.026943,52,902,6.0,Inactive,-0.0002020526591951744,-0.0025517741798815165,20.000000000000007,1.3010299956639813
